Id,content
52,　而在这次美国特训时增加体重必定是一个重要环节，周琦对我说：“就是科学地、有针对性地让我多吃。”周琦说，在那边每天基本上是要吃四到五次的饭，“都会为配备好每天吃的东西，根据每天的训练强度，身体消耗等。这些食物都会放在冰箱里，有时带回去热一下就能吃了。另外，每天训练前、后都会喝蛋白粉。”但周琦原本有个习惯就是在训练特别累后就不是特别爱吃饭，现在又是要每天都吃这么多顿饭，因此很多时候周琦是要强迫自己去吃。“有时真是会出现吃腻的情况，甚至是厌食。”周琦对我说。
53,条例注重与其他党内法规的协调衔接。条例是对党章规定的细化延伸，是对党内其他问责规定的归纳提炼。将制定条例与正在修订的党内监督条例、已经施行的党纪处分条例统筹考虑，与现行党内法规中有关问责规定相互衔接。党内法规中对有关处置措施已有明确规定的，如申诉方式、问责影响期等，条例不再重复。 
54,　　对于彼此在片中的评价，二人依然是不吝赞美之词，赵薇赞陈坤非常有男人味：“谁也没说将军就得高大威猛的。陈坤就是这样的人，我觉得他就是一朵丢在灰尘里都能绽放的花！”而陈坤也赞赵薇表现抢眼：“我看到赵薇在现场的努力，和从容的演技。我们每个人都在成长，每个好演员都会在一部戏中实现绽放和蜕变，我相信这部戏对赵薇同学来说是一次绽放。”
55,奇虎360董事长周鸿祎也针对当下火热的智能硬件、人工智能发表了看法。周鸿祎表示，眼前所谓的智能产业都被包括自己在内的业界大佬给忽悠了。“智能硬件和互联网虽然有很多的结合，事实上我们有些做智能硬件的过于强调互联网化服务而悖离了硬件的本质。”他强调，智能硬件创业者要忘掉估值，少些急功急利。
56,直播的另一个潜在问题在于，从诞生之际到如今经历了几轮热炒之后，其身上被寄托了太多自身难以驾驭的内容，这些功能本不是网络直播应该承担的，但是由于投机、资本、观众等多重因素，给直播赋予了看似更光明的前景，但一眼望去竟也看不到了下一步的准确方向。从大环境来说，直播的被热炒在于其出现的时间很微妙，从内容创业的角度来看，在微博大V热潮逐渐褪却，微信公众号大浪淘沙的恶劣环境下，微博、微信创业热逐渐开始退潮。这种形势下，无论是内容生产者还是资本方都亟需寻找下一个可能出现的风口来填补这种颓势，而直播的出现恰恰给了这些人机会。
57,　条例明确了问责方式方法。现有各类问责规定中，共有14种问责方式。条例将这些问责方式规范为对党组织的检查、通报、改组3种方式，对党的领导干部的通报、诫勉、组织调整或者组织处理、纪律处分4种方式。这些方式均在党内法规中有明确规定、在实践中经常使用。 
58,奥巴马政府正在研究一系列协议，将首次允许外国政府利用邮件搜索、窃听授权令来要求美国科技公司配合调查。这是围绕隐私、安全、犯罪和恐怖主义的全球辩论中的一个热议话题。奥巴马政府准备宣布与英国的首个此类协议。新规旨在让美国与其他国家共享犯罪和恐怖主义调查方面的数据，如果政府拟议的新规触礁，还可能导致提供网络服务的公司重新设置网络，把用户数据迁出美国，使联邦调查者拿不到数据。（此消息来自道琼斯）
59,刚刚通过科四考试的姜洪福，已经拿到驾照了。而这距离他到驾校报名学车只有3个多月。“咱和年轻人比，记忆力和反应力都不行，可只要刻苦，照样拿驾照。”62岁的姜大爷说，自己最初到驾校报名学车是因为儿女鼓励，可是一路学下来，尽管状况频发，但苦中有乐，甚至“觉得自己不老”的信心都增加了不少
60,赵薇的女儿小新是在2010年4月出生的，2009年9月，《花木兰》进入宣传期的时候，她应该是已经有三个月身孕了，陈坤一直很尽责地为赵薇保守这个秘密，为了不让媒体问及赵薇的婚事，他不惜撂狠话：“赵薇常跟我聊天，但聊了什么我也不会告诉你们！”被问及和赵薇关系如何时，他笑称自己可能比她和她老公的关系还要好，意识到差点说漏嘴，他又赶忙补救。那个时候，陈坤放话说要当赵薇孩子的干爹。就在第二年，赵薇为女儿摆满月酒，她只邀请了陈坤和王菲两位圈中人。
61,　　条例把责任落实到各级党委及党的工作部门。条例对党委（党组）、纪委（纪检组）及党的工作部门在问责中的职责作出明确规定，使责任不仅落实到党委（党组），也分解到组织、宣传等工作部门，体现了细化落实责任、层层传导压力的要求。 
62,欧洲航天局(European Space Agency)局长韦尔纳(Johann-Dietrich Worner)称，尽管美国国会仍强烈反对，他已再次提出邀请中国参与国际空间站项目的想法。韦尔纳在法恩伯勒航展期间接受采访时表示，不应关闭与中国合作的大门。他还说，即使中国正在建造自己的空间站，但他最近与中国政府官员的交流表明，中国仍对一些合作活动持开放态度。韦尔纳称，他已与美国国家航空航天局(U.S. National Aeronautics and Space Administration, 简称NASA)局长博尔登(Charles Bolden)讨论了中国参与空间站项目的可能。但美国国会甚至禁止NASA与中国官员提及此事。（此消息来自道琼斯）
63,以Facebook在移动直播上的谨慎为例，他们的直播目前只开放给了部分体育娱乐界的名人和媒体记者，其关键就在于这两部份人传递的信息是有价值的，是会被受众接受的。而更多的ugc的内容，本质上还是同一兴趣圈内的群体互动行为，有价值的信息很难传播出去，或者根本就没有什么值得传播的信息，这大概就是Facebook的直播功能在测试了近两年时间后仍然没有大规模开放的原因之一。
64,在《画皮2》开机的时候，赵薇、陈坤及周迅这个昔日的铁三角，就发生了微妙的变化，开机后不久就传出了赵薇与周迅不和的消息，尽管片方放出赵薇周迅的亲密照，但二人不和的传闻还是不胫而走。而此片的宣传，三位主演也都各自为政，5月的戛纳电影节，三大主演只有周迅一人现身；6月成都站的宣传，尽管两位女主角赵薇、周迅录了亲密互动的视频力证并无不和，但却只有陈坤独自现身；7月北京站的宣传，则是赵薇独自陪着导演乌尔善。赵薇和陈坤这个时候，更多的是在微博上互动，像2009年那样频繁的交往，再也没被媒体拍到过。
65,欧盟委员会向谷歌发出警告称，其网络广告业务涉嫌违反《欧盟竞争法》（相当于《反垄断法》）。继购物搜索、安卓系统之后，这是欧盟委员会第3次对谷歌发出警告。网络广告业务占谷歌销售额的90%，如果被确定违反相关法律，将产生巨大影响。欧盟委员会于14日向谷歌发出一份《异议告知书》，警告其涉嫌违反欧盟竞争法。这是欧盟反垄断程序的第1步。今后将由谷歌进行申诉，如果欧盟委员会最终认定谷歌违反法律，谷歌有可能面临着巨额罚单。欧盟委员会指出，谷歌涉嫌要求利用谷歌广告服务的第三方网站不得显示竞争对手的广告，以及为第三方网站显示竞争对手广告设置限制。（此消息来自日本经济新闻）
66,条例明确了问责内容和情形。条例规定对党的领导弱化、党的建设缺失、全面从严治党主体责任监督责任落实不到位、维护党的纪律不力、推进党风廉政建设和反腐败工作不坚决不扎实等6个方面失职失责行为，造成严重后果或者恶劣影响的，进行严肃问责。 
67,据一位赞助商评估机构的负责人透露，赞助商担心是为期3年的赞助过程里是否会出现核心球员离开的情况。斯蒂芬·库里和凯文·杜兰特在明年夏天都将成为自由球员，一旦无法夺冠，球队很可能陷入动荡导致阵容分崩离析，此外，勇士队球衣的赞助合同与他们的新球馆也有关联，但是新球馆的开放日期依然没有确定。
68,不难看出，传统的互联网巨头对于直播并不十分热衷，而真正重视直播则是以小米、乐视、360为代表的公司，这几家公司旗下的直播产品几乎都得到了创始人们不遗余力的推广，雷军、周鸿祎们不止一次的在各种场合中出现在小米和360的直播软件中。这些公司看中直播市场则是将移动直播与自己的品牌手机相结合，将移动直播作为其移动系统生态建设的一部分，同时把直播平台作为传递中介，将手机用户引导为主播和观众，又可以将吸引来观众引导向自己的终端产品。
69,真正让姜大爷“犯难”的是科二。“我年岁大了，反应能力和听力都不如年轻人，教练讲课时又不好意思挤到最前面听，稍一疏忽就闹出了笑话。”姜大爷回忆说，最初学习倒车入库时，手眼脚都不协调，别的学员开车是压线，他经常都是“骑线”。有一次练车的时候，为了保持汽车直线行驶，教练告诉大家可利用车上的某个点位和地上两侧实线的间距找平，当时建议的点位就是雨刷器喷出水柱的地方，可是自己在后面只听到“喷水柱”三个字，就以为是找消防栓之类的东西，于是满操场溜达。过了好长时间，教练问他不学车、满操场溜达啥？姜大爷这才意识到自己出糗了。
70,日本总务省公布了根据住民基本台账（各地在住居民基本信息登记卡）实施的截止2016年1月1日的人口动态调查结果。居住在日本国内的日本总人口为1亿2589万1742人，连续7年减少。较上年相比减少了27万1834人，为开始调查的1968年以来的最大减幅。日本的出生人数为101万46人，增加了6492人，时隔2年出现增长。但是，死亡人数增加了2万5833人，增至129万6144人。死亡人数增幅超过出生人数，人口仍在持续减少。居住在日本的外国人出现增加。截至2016年1月1日，在日外国人数达到217万4469人，同比增长11万1562人。创有统计数据的2013年以来的最高纪录。（此消息来自日本经济新闻）
71,都说驾考学习，科二、科三不仅“虐人”还“虐心”。已通过科三考试的白本纯大爷坦言，自己在科二时就已领教过这种“威力”了。“第一次摸方向盘，紧张、手忙脚乱，手眼脚都不协调。”这是技术上的，还有心理上的。“老年人脸皮薄，总担心做不好被同组学员笑、被教练说，结果越紧张越容易出错。”好在教练并没有“江湖传言”说的那样吓人，学员们也都友善、互助，再加上白大爷刻苦，每天都利用休息时间多练习一会儿，渐渐地，他有了老驾驶员口中的“车感”，操作技巧也越发熟练了……
72,首先，目前的直播领域，如果赋予它一点点媒体属性的话，这是一个完全的自媒体世界，内容绝大多数来自UGC，PGC尚未完全铺开。这意味着平台上的信息可以汇聚却无法有效的传播，必须借助外部手段。而在微博、微信时代作为重要信源的媒体的缺席则导致直播无法让有价值的信息有序传播，并经过大V转发、草根响应等二次传播将信息发散。至少在目前的直播时代，信息仍是杂乱无章的，有价值的信息太少，直播可以作为独特的内容来源，却难以承担信息流通的功能。因此，如果将直播作为微博、微信后的下一个创业奇点的话，如何解决信息的流通传递功能，才是能够胜任流量中心的关键所在。
73,　外界感觉周琦在之前参加斯坦科维奇杯比赛以及后边的中法男篮对抗赛时所展现出来的状态并不是很好。对此周琦也不回避，他认为现在的状态处于一个相对的疲劳期，毕竟在结束了CBA赛季后，又马上要去美国特训、NBA试训，回来后又马不停蹄地跟随男篮去欧洲拉练，在国内打这些热身赛，“身体一直都是在消耗的状态下。”周琦对我说。
74,　回忆起那段经历，白大爷说最有意思的事儿，就是自己去找校长“罢课”了。原来，刚学倒车入库时，教练讲完知识点让学员们逐个练习操作。“那天，每名学员练习两次，同组的6位年轻人都操作失败，只有我两次全过。”白大爷说，虽然自己都觉得不可思议，但信心和自豪感一下提升了不少。“原来我车感这么好呀！”“看来科二也不难呀！”白大爷甚至这样想。可是，第二天事情“大翻转”，经过练习，其他学员成功率大大提高，而白大爷却把把失败。这下他着急了，一怒之下去找校长退钱，说自己学不好，不学了。“幸好当时校长和同组的学员们都拦着要不也没有我能顺利通过科二、科三考试的事儿了。”白本纯大爷笑着说。
75,赵薇在1996年进入大学就认识陈坤，但陈坤拍的第一部戏的对手就是2000年《像雾》的周迅，而且从2000年到2005年，陈坤与周迅就同为李少红旗下的经纪公司荣信达的艺人，他与赵薇是同学，和周迅则更像战友。而赵薇与周迅的关系也没有那么差，2000年在车墩拍《情深深》的赵薇，就通过陈坤的关系，和拍《像雾》的周迅就有了好交情，2008年拍《画皮》期间，赵薇和周迅收工后经常一起吃饭，2008年跨年夜看张震岳演唱会，2009年去台湾宣传《画皮》一起大啖台湾小吃等都曾被媒体的镜头捕捉到过，看得出感情甚笃。
76,黄晓明跟赵、陈二人都没有过合作，倒是有传言称黄晓明在受访时提及自己在电影《风声》中的角色原来由陈坤出演，但是制片方觉得陈坤很“娘”，所以才换角。他曾非常愤怒地否认传闻：“狗屁！这新闻是在诬蔑我，在挑拨离间，我以人格保证，我不会说我同学和朋友的坏话，我也不是在别人背后说坏话的人。”尽管如此，在微博上主动关注了陈坤的他，却始终没有得到陈坤的关注，甚至在2010年陈坤获得百花奖影帝，黄晓明主动送祝贺，陈坤也选择性地无视了。腾讯娱乐专稿 (文/柳星张 策划/番长柳、熊仔)
77,据悉，有着移民行业“搅局者”之称的杨平，其实也是位拥有十几年移民咨询服务经验的移民律师。团队的职业背景属性，使得出国邦对所有移民项目都有极高的风险审查意识。在早期的项目运作中，出国邦内部就已经建立了一套严格的项目审查标准体系，只有满足了这套体系的所有审查指标的项目才会出现在客户推荐列表。
78,据了解，赞助商支付的费用并不只是基于logo出现在受赞助球队的球衣上，包括在市场推广中使用该球队的logo。球队的球衣赞助收入将有一半归球队所有，球员们也可以得到分成；另一半将分成两部分，一部分交由个人团队去做一些商业开发，另一部分将放入共享池。不归球队的另一半将与球员的收入不相关，但是将会促进工资帽的进一步增长。
79,　2013年11月，《中央党内法规制定工作五年规划纲要（2013-2017年）》提出：“适时修订《关于实行党政领导干部问责的暂行规定》，进一步明确问责情形、规范问责方式”。今年6月，中央政治局常委、中纪委书记王岐山在北京和辽宁接连主持召开了座谈会，座谈主题都是“就制定中国共产党问责条例征求意见”。在座谈会上，王岐山表示，制定问责条例就是要把利剑高悬起来，党中央对问责是动真格的，党的领导干部不担当、不负责就要被追责。 
80,皇马做好了求购的准备，不过他们的报价不会达到6500万欧元。齐达内的确希望俱乐部能引进戈麦斯，他相信戈麦斯可以成为摩德里奇的替代者。与此同时，皇马担心国际足联禁止引援令最终施加，也需要引援。但在价格方面，很难达到瓦伦西亚的要求。 
81,业内人士指出，相比较传统移民中介机构，“互联网+移民”的企业服务模式虽然更具活力，但是追根溯源，关键点无非在于能否切实帮助到客户移民。除去价格，真正体现出互联网移民平台优势的便是服务能力和平台可靠性了。因为移民是一个非常复杂的过程，需要一段很长的等待期，相比较而言，传统中介公司提供的服务变数大，平台安全保障性差，客户服务体验就更谈不上。
82,周琦说他在最初进入辽宁青年队的时候就逐渐有了日后有一天能身披着国家队的战袍，征战奥运会的梦想。而现在距离这个梦想成真的时刻已经很近了。我问周琦希望在奥运会上打出什么样的表现时？他想了想说：“当然是希望能打出去年亚锦赛时或是比那时更好的状态，但毕竟对手是世界最好的队伍，与亚锦赛时的对手不一样。所以我会尽最大努力去打，如果说最后没达到的话，也是正常的吧。”
83,党的理论和路线方针政策、党中央的决策部署没有得到有效贯彻落实，在推进经济建设、政治建设、文化建设、社会建设、生态文明建设中，或者在处置本地区本部门本单位发生的重大问题中领导不力，出现重大失误，给党的事业和人民利益造成严重损失，产生恶劣影响的
84,白宫下调美国经济增长和利率预期，使得未来10年的预算赤字预估小幅下降。白宫现在预计，今年和明年的国内生产总值(GDP)将分别增长1.9%和2.5%，低于2月份预计的2.6%。白宫也调低2018年以后的长期增长预期，从2.3%降为2.2%。此外，白宫也调低了政府借款成本的预期，这降低了明年起的预算赤字预估。白宫现在预计，2017年和2018年的预算赤字将分别为GDP的2.3%和1.7%，低于2月份预计的2.6%和2.3%。（此消息来自道琼斯）
85,相关探讨中，不少观点认为BAT最终会向在O2O争夺战时那样，最终接近于垄断这个行业。不过与O2O布局时的厮杀相比，其实BAT在对待直播的态度上是有些模糊的，三家中腾讯最为积极，旗下有龙珠直播，又投资了斗鱼，还有一个衍生出来的体育直播平台企鹅直播。腾讯在直播领域的优势在于有英雄联盟这款热门游戏，同时还拥有NBA的赛事版权，因此在游戏直播和体育赛事上有先天的资源优势。但即便如此，腾讯在直播平台的发展上一直比较低调，龙珠TV一直不温不火，与斗鱼的合作也少见有较大的动作，相比于王思聪的熊猫TV入局后的大肆招揽主播，腾讯倒并没有在直播领域炫耀自己的财大气粗。而阿里和百度在直播上则更加意兴阑珊，百度爱奇艺所宣称的直播平台一直是雷声大雨点小，阿里能够和直播扯上关系的大概也就是优酷土豆旗下的直播平台来疯。
86,皇马和巴萨在球场外打响了一场战争：两家俱乐部都盯上了葡萄牙国脚安德烈-戈麦斯。不过瓦伦西亚俱乐部不会以低于6500万欧元的价格出售球员。齐达内看好戈麦斯，是因为他认为这位葡萄牙球员可以替换摩德里奇，而巴萨方面，是因为恩里克希望在中场增加一位能大范围跑动的球员。
87,和传统移民公司不同，定位于国内首家移民团购平台的出国邦，从一开始就大大降低了移民门槛，将用户客群大大下沉，从高净值人群拓展到广大中产阶级群体。并通过“互联网团购+金融分期”模式，打造出性价比极高的移民项目，使得“出国邦”成为一个可以帮助中产阶级省钱、省心的互联网移民服务平台。
88,英国决定脱离欧盟（EU）后的首次二十国集团（G20）财长和央行行长会议将于本月23，24两日在中国成都举行。日美欧和新兴市场国家将汇聚一堂探索合作避免英国脱欧的负面影响继续扩大。预计会议将确认调动所有可能的政策来稳定金融市场并防止对实体经济造成打击。此次会议上，G20预计将在关注市场动向的同时，确认有必要采取包括财政刺激措施在内的政策“总动员”。不仅是稳定外汇市场的无序波动，还希望在避免竞争性货币贬值和保护主义方面达成一致。（此消息来自共同社）
89,现有500余部党内法规制度中，虽然与问责相关的多达119部，但多数党内法规制度偏重于事件、事故等行政问责。新华社发布评论文章称，现有的与问责有关的法规制度“对管党治党不力问责少，存在问责主体不明确、事项过于原则、方式不统一等问题”。 
90,　　“中产阶级移民群体不光在意绿卡可靠性，更看重其移民投资资金的安全性。传统移民项目动辄投资百万，移民成功与否不说，因为投资风险信息获取渠道匮乏或者被传统移民中介刻意隐瞒，投资的钱还可能最终打了水漂。”7月18日，在出国邦国内首家移民团购平台上线之际，面对媒体采访，创始人杨平一针见血的指出了传统移民中介的弊端。
91,　9.99万就能移民美国!只要满足年龄18周岁，身体健康无犯罪记录，只需6个月的时间，一步到位直接获得美国绿卡;一人申请，全家移民;全程专业律师陪同，提供移民法律咨询服务。移民，对于国内大多中产阶级群体，曾经多么憧憬但又遥不可及的事情，如今在出国邦移民团购平台正让移民成为一件“说走就走”的事情。
92,如果说大数据、垂直社交、电商、O2O是近几年中国互联网圈重要关键词的话，那么在2016年，这组关键词中一定会加入“直播”二字。不过，有趣的反转在于，不同于之前的关键词，直播的概念其实由来已久，早期的视频秀场和YY游戏时代就已经存在了不短的时间，而当直播再次卷土重来之时，鉴于之前秀场阶段的种种问题，加之层出不穷的负面新闻，直播曾长期处在被泼冷水，不被看好的阶段。不过从最近几个月开始，直播行业经历了新一轮爆发，关于直播的种种问题似乎都被人抛到了脑后，直播的美妙前景开始不断被炒作，越来越多的资本大鳄和互联网巨头开始进入这一市场，相关讨论层出不穷。这看似热闹非凡，却也并不是什么好的现象，某一市场突然从蓝海变成红海，这种速度之快与其说是市场敏锐的嗅觉，倒不如说是可以预见的又一轮跟风潮后的一地鸡毛
93,禁赛一年半，又受困于大韩体育协会“禁赛期满三年内不得代表国家参赛”的特殊规定，朴泰桓再一次参加奥运会的梦想险些被断送。好在首尔法院和国际体育仲裁法庭裁决大韩体育协会的规定无效，这位韩国的体育英雄才在最后时刻得以搭上了前往里约的末班车。朴泰桓和中国游泳队一样，选择了美国作为奥运参赛前最后的训练基地。不同的是，朴泰桓的备战地点为佛罗里达的迈阿密。朴泰桓说：“我能够坚持下来就是为了再夺一枚奥运奖牌，我每天都在想着这件事。”朴泰桓将在里约参加男子200米、400米和1500米自由泳的比赛，此前他曾夺得北京奥运会男子400米自由泳金牌以及伦敦奥运会男子200米银牌。如果朴泰桓能够在里约夺得奖牌，将会成为继日本的北岛康介之后第二位连续三届奥运会都有奖牌入账的亚洲游泳运动员。
94,应当由党中央或者有管理权限的党组织作出。其中对党的领导干部，纪委（纪检组）、党的工作部门有权采取通报、诫勉方式进行问责；提出组织调整或者组织处理的建议；采取纪律处分方式问责，按照党章和有关党内法规规定的权限和程序执行。 
95,在本次拟录取的硕士研究生名单中，不乏大家众所周知的名字。像羽毛球世界冠军王适娴，北京田径世锦赛金牌得主刘虹，女排名将周苏红、丁霞和颜妮，北京奥运会跆拳道冠军吴静钰、索契冬奥会银牌得主武大靖等均位列其中。据了解，录取的运动员和教练员将于今年9月正式前往北京体育大学学习深造。
96,NBA成为美国四大职业体育联盟当中第一个允许在球衣上投放广告的联盟，现在各支球队可以开始出售球衣上尺寸为2.5英寸x2.5英寸（约6.35厘米x6.35厘米）的广告位。当时预计各支球队每年从新的球衣赞助商那里得到400万-600万美元的收入，这将让联盟每年新增加的收入达到1.2-1.8亿美元。
97,北京体育大学通告中写道，依据国际体育总局和教育部有关文件精神，经过对申请人进行资格审核和复试考核，我校2016年拟录取优秀运动员、教练与攻读硕士研究生名单如下：丁峰、丁霞、王炜、王适娴、王琳、田靓、刘金莉、刘虹、池彬、冷春慧、吴静钰、张琳、张楠、杨伊琳、杨雨、杨炼、周张婷、周苏红、庞盼盼、林孟、武大靖、郑姝音、金淑娇、韩雨桐、颜妮。
98,关于上文所提到的关键词，也许在今年还可以再加入一个，“网红”同样也是一个有些历史却在最近被接连热炒的概念，甚至在最近逐渐有产业化的趋势。让人意想不到的是，“网红”和“直播”在最近成为了一个捆绑的概念，似乎提到一个就必然出现另一个，更让人意想不到的是，大多数人也都接受了这一结果。就是在这种用户基础和资本追逐的驱使下，直播被认为是互联网的下一个流量入口，甚至被认为是继微博和微信之后，下一个潜在的信息流通和交互的巨大平台。
99,【案例】因下属单位私设“小金库”，违规公款吃喝、购卡、旅游，中国海洋石油总公司南海东部管理局党委书记、局长刘再生被给予党内警告处分；中国证监会上海期货交易所违反规定，花费100余万元举办春节联欢暨先进表彰会，本单位因公出国团组公款旅游、消费，原党委书记、理事长杨迈军被给予党内警告处分，并被免去相关职务；广东省阳江市国土局纪检组组长许华因国土局及下属单位多次发生公款吃喝、送礼、转嫁接待费用问题，被给予党内警告处分。